거래처,항목코드,중앙값,최빈값,최소,최대,건수,고유단가수,단가범위,표준단가,표준대비(%)
조선아이에스(주),MA00757,100718.0,100718.0,100718.0,100718.0,1,1,"100,718(고정)",,
조선아이에스(주),MA02259,208715.0,208715.0,208715.0,208715.0,1,1,"208,715(고정)",,
조세일보주식회사,001001,40000.0,40000.0,40000.0,40000.0,2,1,"40,000(고정)",,
조세일보주식회사,706001,356.4,355.2,355.2,357.6,2,2,355~357,,
조세일보주식회사,706009,70.0,70.0,70.0,70.0,2,1,70(고정),,
조이송아이콘뮤직 주식회사,001002,55000.0,55000.0,55000.0,55000.0,3,1,"55,000(고정)",,
조이송아이콘뮤직 주식회사,303001,4500.0,4500.0,3500.0,5000.0,4,3,"3,500~5,000",2500.0,80.0
조이송아이콘뮤직 주식회사,303002,7000.0,7000.0,7000.0,7000.0,3,1,"7,000(고정)",2500.0,180.0
조이송아이콘뮤직 주식회사,703002,7000.0,7000.0,7000.0,7000.0,7,1,"7,000(고정)",7000.0,0.0
조이송아이콘뮤직 주식회사,706001,220000.0,220000.0,220000.0,220000.0,3,1,"220,000(고정)",,
조이송아이콘뮤직 주식회사,706003,30000.0,30000.0,30000.0,30000.0,1,1,"30,000(고정)",,
조이송아이콘뮤직 주식회사,707001,35000.0,20000.0,20000.0,50000.0,2,2,"20,000~50,000",,
조이송아이콘뮤직 주식회사,707011,400.0,450.0,150.0,450.0,4,3,150~450,,
조이송아이콘뮤직 주식회사,MA00219,79492.0,79492.0,79492.0,79492.0,1,1,"79,492(고정)",,
조이송아이콘뮤직 주식회사,MA00547,41678.0,41678.0,41670.0,41678.0,3,2,"41,670~41,678",,
조이송아이콘뮤직 주식회사,MA00785,167888.0,167888.0,167888.0,167888.0,3,1,"167,888(고정)",,
조인메디칼(주),011,25.0,25.0,25.0,25.0,1,1,25(고정),,
주)세문기업제2공장,303003,40.0,40.0,40.0,40.0,1,1,40(고정),,
주식회사 네오(Neo Inc.),001,55000.0,55000.0,55000.0,55000.0,1,1,"55,000(고정)",,
주식회사 네오(Neo Inc.),303001,2000.0,2000.0,2000.0,2000.0,2,1,"2,000(고정)",2500.0,-20.0
주식회사 네오(Neo Inc.),703002,7000.0,7000.0,7000.0,7000.0,6,1,"7,000(고정)",7000.0,0.0
주식회사 네오(Neo Inc.),706037,3000.0,3000.0,3000.0,30000.0,3,2,"3,000~30,000",,
주식회사 네오(Neo Inc.),707001,50000.0,50000.0,50000.0,50000.0,3,1,"50,000(고정)",,
주식회사 네오(Neo Inc.),MA00741,42225.0,42225.0,42225.0,42225.0,2,1,"42,225(고정)",,
주식회사 네오(Neo Inc.),MA00746,79193.0,79193.0,79193.0,79193.0,1,1,"79,193(고정)",,
주식회사 대진씨앤씨 (DAEJIN C&C),001007,35.0,35.0,30.0,40.0,9,4,30~40,,
주식회사 대진씨앤씨 (DAEJIN C&C),042,8.0,8.0,8.0,8.0,3,1,8(고정),,
주식회사 대진씨앤씨 (DAEJIN C&C),052,30.0,30.0,25.0,35.0,9,3,25~35,,
주식회사 대진씨앤씨 (DAEJIN C&C),303002,3000.0,3000.0,3000.0,4000.0,8,2,"3,000~4,000",2500.0,20.0
주식회사 대진씨앤씨 (DAEJIN C&C),303003,5000.0,5000.0,5000.0,5000.0,1,1,"5,000(고정)",,
주식회사 대진씨앤씨 (DAEJIN C&C),703002,7000.0,7000.0,7000.0,8000.0,9,2,"7,000~8,000",7000.0,0.0
주식회사 대진씨앤씨 (DAEJIN C&C),MA-07688,117000.0,117000.0,117000.0,117000.0,1,1,"117,000(고정)",,
주식회사 대진씨앤씨 (DAEJIN C&C),MA-07689,151000.0,150000.0,150000.0,152000.0,2,2,"150,000~152,000",,
주식회사 대진씨앤씨 (DAEJIN C&C),MA-07690,107000.0,107000.0,107000.0,107000.0,2,1,"107,000(고정)",,
주식회사 대진씨앤씨 (DAEJIN C&C),MA-07693,153000.0,152000.0,152000.0,154000.0,2,2,"152,000~154,000",,
주식회사 대진씨앤씨 (DAEJIN C&C),MA-07769,96000.0,96000.0,96000.0,96000.0,1,1,"96,000(고정)",,
주식회사 대진씨앤씨 (DAEJIN C&C),MA01632,68000.0,68000.0,68000.0,68000.0,1,1,"68,000(고정)",,
주식회사 도서출판세진,001,70000.0,70000.0,70000.0,70000.0,1,1,"70,000(고정)",,
주식회사 도서출판세진,001002,55000.0,55000.0,55000.0,55000.0,8,1,"55,000(고정)",,
주식회사 도서출판세진,303001,6000.0,6000.0,6000.0,10000.0,9,2,"6,000~10,000",2500.0,140.0
주식회사 도서출판세진,303002,4500.0,4000.0,4000.0,10000.0,19,3,"4,000~10,000",2500.0,80.0
주식회사 도서출판세진,703002,6500.0,6500.0,6500.0,6500.0,28,1,"6,500(고정)",7000.0,-7.1
주식회사 도서출판세진,706001,220.0,220000.0,0.6,220000.0,13,3,"0~220,000",,
주식회사 도서출판세진,707001,70000.0,70000.0,70000.0,70000.0,3,1,"70,000(고정)",,
주식회사 도서출판세진,랩핑,450.0,450.0,450.0,450.0,2,1,450(고정),,
주식회사 동행복권,0303002,2800.0,2800.0,2800.0,2800.0,38,1,"2,800(고정)",,
주식회사 동행복권,0703002,8000.0,8000.0,8000.0,8000.0,38,1,"8,000(고정)",,
주식회사 동행복권,0706037,4500.0,4500.0,4500.0,4500.0,38,1,"4,500(고정)",,
주식회사 동행복권,0707011,600.0,600.0,600.0,600.0,38,1,600(고정),,
주식회사 동행복권,MA-03820,48305.0,48305.0,48305.0,52521.0,38,2,"48,305~52,521",,
주식회사 류세이,001004,190000.0,190000.0,210.0,190000.0,5,2,"210~190,000",,
주식회사 류세이,001010,40000.0,40000.0,50.0,40000.0,5,2,"50~40,000",,
주식회사 류세이,003004,150000.0,150000.0,160.0,150000.0,5,2,"160~150,000",,
주식회사 류세이,010,170000.0,170000.0,170000.0,170000.0,1,1,"170,000(고정)",,
주식회사 류세이,042,20.0,20.0,10.0,20.0,5,2,10~20,,
주식회사 류세이,052,60000.0,60000.0,60.0,60000.0,5,2,"60~60,000",,
주식회사 류세이,303001,25000.0,25000.0,25000.0,25000.0,1,1,"25,000(고정)",2500.0,900.0
주식회사 류세이,303002,40000.0,40000.0,20000.0,40000.0,6,2,"20,000~40,000",2500.0,1500.0
주식회사 류세이,703002,10000.0,10000.0,10000.0,10000.0,7,1,"10,000(고정)",7000.0,42.9
주식회사 류세이,707008,1000.0,1000.0,1000.0,1000.0,4,1,"1,000(고정)",,
주식회사 류세이,707011,4500.0,4500.0,4500.0,4500.0,1,1,"4,500(고정)",,
주식회사 류세이,MA-05410,290750.0,290750.0,290750.0,290750.0,1,1,"290,750(고정)",,
주식회사 류세이,MA-05430,450000.0,450000.0,450000.0,450000.0,6,1,"450,000(고정)",,
주식회사 류세이,MA-05568,147000.0,147000.0,147000.0,147000.0,1,1,"147,000(고정)",,
주식회사 류세이,MA01632,105495.0,105495.0,105495.0,105495.0,1,1,"105,495(고정)",,
주식회사 미디어퍼페추얼,001,55000.0,55000.0,55000.0,55000.0,8,1,"55,000(고정)",,
주식회사 미디어퍼페추얼,001002,52500.0,50000.0,50000.0,55000.0,2,2,"50,000~55,000",,
주식회사 미디어퍼페추얼,001006,100000.0,100000.0,100000.0,100000.0,1,1,"100,000(고정)",,
주식회사 미디어퍼페추얼,002,52500.0,50000.0,50000.0,55000.0,2,2,"50,000~55,000",,
주식회사 미디어퍼페추얼,002002,400.0,400.0,400.0,400.0,2,1,400(고정),,
주식회사 미디어퍼페추얼,003001,120.0,120.0,120.0,120.0,1,1,120(고정),,
주식회사 미디어퍼페추얼,004001,120000.0,120000.0,120000.0,120000.0,2,1,"120,000(고정)",,
주식회사 미디어퍼페추얼,004002,35000.0,35000.0,35000.0,35000.0,2,1,"35,000(고정)",,
주식회사 미디어퍼페추얼,005003,30000.0,30000.0,30000.0,30000.0,1,1,"30,000(고정)",,
주식회사 미디어퍼페추얼,006,30000.0,30000.0,30000.0,30000.0,1,1,"30,000(고정)",,
주식회사 미디어퍼페추얼,032,100000.0,100000.0,100000.0,100000.0,1,1,"100,000(고정)",,
주식회사 미디어퍼페추얼,033,40000.0,40000.0,40000.0,40000.0,2,1,"40,000(고정)",,
주식회사 미디어퍼페추얼,037,105.0,100.0,100.0,110.0,2,2,100~110,,
주식회사 미디어퍼페추얼,039,150000.0,150000.0,150000.0,150000.0,1,1,"150,000(고정)",,
주식회사 미디어퍼페추얼,046,70.0,70.0,70.0,70.0,1,1,70(고정),,
주식회사 미디어퍼페추얼,052,32000.0,32000.0,32000.0,32000.0,1,1,"32,000(고정)",,
주식회사 미디어퍼페추얼,0706001,320000.0,320000.0,320000.0,320000.0,2,1,"320,000(고정)",,
주식회사 미디어퍼페추얼,0707001,200000.0,200000.0,200000.0,200000.0,2,1,"200,000(고정)",,
주식회사 미디어퍼페추얼,0707009,80.0,80.0,80.0,80.0,2,1,80(고정),,
주식회사 미디어퍼페추얼,1001001,55000.0,55000.0,55000.0,55000.0,2,1,"55,000(고정)",,
주식회사 미디어퍼페추얼,303001,4000.0,4000.0,4000.0,7000.0,16,3,"4,000~7,000",2500.0,60.0
주식회사 미디어퍼페추얼,303002,7000.0,7000.0,7000.0,20000.0,12,2,"7,000~20,000",2500.0,180.0
주식회사 미디어퍼페추얼,703002,7000.0,7000.0,6500.0,7000.0,28,2,"6,500~7,000",7000.0,0.0
주식회사 미디어퍼페추얼,706001,280000.0,280000.0,280000.0,300000.0,8,2,"280,000~300,000",,
주식회사 미디어퍼페추얼,706010,250.0,250.0,250.0,250.0,2,1,250(고정),,
주식회사 미디어퍼페추얼,706020,100.0,100.0,100.0,100.0,2,1,100(고정),,
주식회사 미디어퍼페추얼,706034,910.0,910.0,910.0,910.0,1,1,910(고정),,
주식회사 미디어퍼페추얼,707001,266000.0,286000.0,50000.0,286000.0,11,5,"50,000~286,000",,
주식회사 미디어퍼페추얼,707009,80.0,80.0,80.0,1000.0,9,2,"80~1,000",,
주식회사 미디어퍼페추얼,MA-04685,325000.0,325000.0,325000.0,325000.0,1,1,"325,000(고정)",,
주식회사 미디어퍼페추얼,MA-05660,246107.0,246107.0,246107.0,246107.0,1,1,"246,107(고정)",,
주식회사 미디어퍼페추얼,MA-05879,750000.0,750000.0,750000.0,750000.0,1,1,"750,000(고정)",,
주식회사 미디어퍼페추얼,MA00198,53500.0,53500.0,53500.0,53500.0,10,1,"53,500(고정)",,
주식회사 미디어퍼페추얼,MA00413,260000.0,260000.0,260000.0,260000.0,1,1,"260,000(고정)",,
주식회사 미디어퍼페추얼,MA00422,328000.0,328000.0,328000.0,328000.0,1,1,"328,000(고정)",,
주식회사 미디어퍼페추얼,MA00664,94000.0,94000.0,94000.0,94000.0,2,1,"94,000(고정)",,
주식회사 미디어퍼페추얼,MA00687,166000.0,166000.0,166000.0,166000.0,2,1,"166,000(고정)",,
주식회사 미디어퍼페추얼,MA00782,167900.0,167900.0,163380.0,167900.0,10,2,"163,380~167,900",,
주식회사 미디어퍼페추얼,MA00899,54000.0,54000.0,54000.0,54000.0,2,1,"54,000(고정)",,
주식회사 미래엔,001002,46500.0,46500.0,46000.0,55800.0,6,3,"46,000~55,800",,
주식회사 미래엔,001006,117500.0,115000.0,115000.0,120000.0,2,2,"115,000~120,000",,
주식회사 미래엔,003006,150000.0,150000.0,150000.0,150000.0,1,1,"150,000(고정)",,
주식회사 미래엔,008,75000.0,75000.0,75000.0,75000.0,2,1,"75,000(고정)",,
주식회사 미래엔,039,30000.0,30000.0,30000.0,30000.0,1,1,"30,000(고정)",,
주식회사 미래엔,303001,2600.0,2000.0,1300.0,11100.0,74,15,"1,300~11,100",2500.0,4.0
주식회사 미래엔,303002,11100.0,11100.0,11100.0,11100.0,9,1,"11,100(고정)",2500.0,344.0
주식회사 미래엔,703002,8300.0,8300.0,8300.0,8500.0,31,2,"8,300~8,500",7000.0,18.6
주식회사 미래엔,706001,105.6,40.0,40.0,327.4,17,12,40~327,,
주식회사 미래엔,707009,350.0,350.0,350.0,350.0,2,1,350(고정),,
주식회사 미래엔,707011,350.0,350.0,350.0,350.0,2,1,350(고정),,
주식회사 미래엔,MA00341,53165.0,53165.0,53165.0,53165.0,1,1,"53,165(고정)",,
주식회사 미로우,001,60000.0,60000.0,60000.0,60000.0,1,1,"60,000(고정)",,
주식회사 미로우,001010,80000.0,80000.0,80000.0,80000.0,1,1,"80,000(고정)",,
주식회사 미로우,003006,150000.0,150000.0,150000.0,150000.0,1,1,"150,000(고정)",,
주식회사 미로우,032,150000.0,150000.0,150000.0,150000.0,1,1,"150,000(고정)",,
주식회사 미로우,039,40000.0,40000.0,40000.0,40000.0,1,1,"40,000(고정)",,
주식회사 미로우,052,50000.0,50000.0,50000.0,50000.0,1,1,"50,000(고정)",,
주식회사 미로우,303002,16000.0,16000.0,16000.0,16000.0,1,1,"16,000(고정)",2500.0,540.0
주식회사 미로우,703002,10000.0,10000.0,10000.0,10000.0,1,1,"10,000(고정)",7000.0,42.9
주식회사 미로우,MA-06292,313000.0,313000.0,313000.0,313000.0,1,1,"313,000(고정)",,
주식회사 비즈니스북스,001,50000.0,50000.0,50000.0,50000.0,1,1,"50,000(고정)",,
주식회사 비즈니스북스,001001,50000.0,50000.0,50000.0,50000.0,21,1,"50,000(고정)",,
주식회사 비즈니스북스,001002,60000.0,60000.0,60000.0,90000.0,6,2,"60,000~90,000",,
주식회사 비즈니스북스,001006,120000.0,120000.0,40000.0,120000.0,26,3,"40,000~120,000",,
주식회사 비즈니스북스,001010,90000.0,90000.0,90000.0,90000.0,5,1,"90,000(고정)",,
주식회사 비즈니스북스,002,60000.0,60000.0,60000.0,60000.0,14,1,"60,000(고정)",,
주식회사 비즈니스북스,002001,130.0,130.0,130.0,130.0,1,1,130(고정),,
주식회사 비즈니스북스,003001,80.0,80.0,80.0,80.0,1,1,80(고정),,
주식회사 비즈니스북스,003007,80.0,80.0,80.0,80.0,1,1,80(고정),,
주식회사 비즈니스북스,003018,200000.0,200000.0,200000.0,200000.0,1,1,"200,000(고정)",,
주식회사 비즈니스북스,005003,40000.0,40000.0,40000.0,40000.0,1,1,"40,000(고정)",,
주식회사 비즈니스북스,010,90000.0,90000.0,90000.0,90000.0,3,1,"90,000(고정)",,
주식회사 비즈니스북스,020,80.0,80.0,80.0,80.0,1,1,80(고정),,
주식회사 비즈니스북스,0303001,3100.0,3100.0,3100.0,3100.0,14,1,"3,100(고정)",,
주식회사 비즈니스북스,0303002,8000.0,8000.0,3100.0,8000.0,28,2,"3,100~8,000",,
주식회사 비즈니스북스,052,40000.0,40000.0,40000.0,40000.0,1,1,"40,000(고정)",,
주식회사 비즈니스북스,0703001,7000.0,7000.0,7000.0,7000.0,8,1,"7,000(고정)",,
주식회사 비즈니스북스,0703002,7000.0,7000.0,7000.0,7000.0,27,1,"7,000(고정)",,
주식회사 비즈니스북스,0703003,7000.0,7000.0,7000.0,7000.0,5,1,"7,000(고정)",,
주식회사 비즈니스북스,0706001,69.25,0.5,0.5,138.0,2,2,0~138,,
주식회사 비즈니스북스,0706002,40.0,40.0,40.0,40.0,2,1,40(고정),,
주식회사 비즈니스북스,0706010,0.5,0.5,0.5,245.0,3,2,0~245,,
주식회사 비즈니스북스,0706020,80.0,80.0,80.0,20000.0,6,2,"80~20,000",,
주식회사 비즈니스북스,0706042,40.0,40.0,40.0,80.0,3,2,40~80,,
주식회사 비즈니스북스,1001001,50000.0,50000.0,40000.0,50000.0,11,2,"40,000~50,000",,
주식회사 비즈니스북스,1001002,60000.0,60000.0,60000.0,90000.0,5,2,"60,000~90,000",,
주식회사 비즈니스북스,1001006,120000.0,120000.0,120000.0,120000.0,8,1,"120,000(고정)",,
주식회사 비즈니스북스,1001010,90000.0,90000.0,90000.0,90000.0,7,1,"90,000(고정)",,
주식회사 비즈니스북스,1003005,80.0,80.0,80.0,80.0,1,1,80(고정),,
주식회사 비즈니스북스,1003006,60037.5,75.0,75.0,120000.0,2,2,"75~120,000",,
주식회사 비즈니스북스,303001,3100.0,3100.0,2900.0,20000.0,64,4,"2,900~20,000",2500.0,24.0
주식회사 비즈니스북스,303002,8000.0,8000.0,3100.0,10000.0,96,4,"3,100~10,000",2500.0,220.0
주식회사 비즈니스북스,303003,3100.0,3100.0,3100.0,3100.0,2,1,"3,100(고정)",,
주식회사 비즈니스북스,703002,7000.0,7000.0,7000.0,7000.0,166,1,"7,000(고정)",7000.0,0.0
주식회사 비즈니스북스,703003,7000.0,7000.0,7000.0,7000.0,2,1,"7,000(고정)",,
주식회사 비즈니스북스,706001,0.5,0.5,0.5,285.0,40,12,0~285,,
주식회사 비즈니스북스,706002,40.0,40.0,40.0,80.0,44,2,40~80,,
주식회사 비즈니스북스,706020,80.0,80.0,40.0,80.0,41,2,40~80,,
주식회사 비즈니스북스,707001,40000.0,40000.0,30000.0,40000.0,6,2,"30,000~40,000",,
주식회사 비즈니스북스,M01,40.0,40.0,40.0,40.0,1,1,40(고정),,
주식회사 삼일씨앤피,303001,6000.0,6000.0,6000.0,6000.0,1,1,"6,000(고정)",2500.0,140.0
주식회사 삼일씨앤피,703002,7000.0,7000.0,7000.0,7000.0,1,1,"7,000(고정)",7000.0,0.0
주식회사 새터씨앤씨,303002,2500.0,2500.0,2500.0,2500.0,1,1,"2,500(고정)",2500.0,0.0
주식회사 새터씨앤씨,303003,1300.0,1300.0,1300.0,1500.0,7,2,"1,300~1,500",,
주식회사 새터씨앤씨,703002,7000.0,7000.0,7000.0,7000.0,7,1,"7,000(고정)",7000.0,0.0
주식회사 세움티엔티,303002,5000.0,5000.0,5000.0,5000.0,1,1,"5,000(고정)",2500.0,100.0
주식회사 세움티엔티,703002,10000.0,10000.0,10000.0,10000.0,1,1,"10,000(고정)",7000.0,42.9
주식회사 세움티엔티,706003,3.0,3.0,3.0,3.0,1,1,3(고정),,
주식회사 세움티엔티,707001,100000.0,100000.0,100000.0,100000.0,1,1,"100,000(고정)",,
주식회사 세움티엔티,MA00524,52000.0,52000.0,52000.0,52000.0,1,1,"52,000(고정)",,
주식회사 세이어바웃,032,200000.0,200000.0,200000.0,200000.0,1,1,"200,000(고정)",,
주식회사 세이어바웃,042,10.0,10.0,10.0,10.0,1,1,10(고정),,
주식회사 세이어바웃,052,70.0,70.0,70.0,70.0,1,1,70(고정),,
주식회사 세이어바웃,303002,25.0,25.0,25.0,25.0,1,1,25(고정),2500.0,-99.0
주식회사 세이어바웃,703002,12000.0,12000.0,12000.0,12000.0,1,1,"12,000(고정)",7000.0,71.4
주식회사 세이어바웃,707008,3498.0,3498.0,3498.0,3498.0,1,1,"3,498(고정)",,
주식회사 세이어바웃,MA-06321,422550.0,422550.0,422550.0,422550.0,1,1,"422,550(고정)",,
주식회사 스윗솔루션,001002,25025.0,40.0,40.0,65000.0,4,4,"40~65,000",,
주식회사 스윗솔루션,011,180000.0,180000.0,180000.0,180000.0,1,1,"180,000(고정)",,
주식회사 스윗솔루션,042,30.0,30.0,30.0,30.0,1,1,30(고정),,
주식회사 스윗솔루션,052,25025.0,50000.0,40.0,50000.0,4,3,"40~50,000",,
주식회사 스윗솔루션,303002,12000.0,8000.0,8000.0,20000.0,4,4,"8,000~20,000",2500.0,380.0
주식회사 스윗솔루션,703001,9000.0,8000.0,8000.0,10000.0,4,2,"8,000~10,000",,
주식회사 스윗솔루션,707002,6000.0,6000.0,6000.0,6000.0,1,1,"6,000(고정)",,
주식회사 스윗솔루션,707011,150000.0,150000.0,150000.0,150000.0,1,1,"150,000(고정)",,
주식회사 스윗솔루션,MA-05398,78250.0,78000.0,78000.0,355000.0,4,3,"78,000~355,000",,
주식회사 아이뉴턴,001001,50000.0,50000.0,50000.0,50000.0,3,1,"50,000(고정)",,
주식회사 아이뉴턴,001008,120000.0,120000.0,120000.0,120000.0,8,1,"120,000(고정)",,
주식회사 아이뉴턴,004001,350000.0,350000.0,350000.0,350000.0,4,1,"350,000(고정)",,
주식회사 아이뉴턴,004005,30325.0,60000.0,250.0,60000.0,8,4,"250~60,000",,
주식회사 아이뉴턴,303001,5000.0,4000.0,3500.0,10000.0,20,5,"3,500~10,000",2500.0,100.0
주식회사 아이뉴턴,703002,8000.0,8000.0,8000.0,8000.0,20,1,"8,000(고정)",7000.0,14.3
주식회사 아이뉴턴,706001,330.0,330.0,310.0,420.0,11,6,310~420,,
주식회사 아이뉴턴,706015,100.0,100.0,100.0,100.0,4,1,100(고정),,
주식회사 아이뉴턴,MA-08014,37500.0,37500.0,37500.0,37500.0,8,1,"37,500(고정)",,
주식회사 아이뉴턴,MA00236,118180.0,118180.0,118180.0,118180.0,8,1,"118,180(고정)",,
주식회사 아이뉴턴,MA00585,107500.0,107500.0,107500.0,107500.0,4,1,"107,500(고정)",,
주식회사 아이뉴턴,MA00741,46729.0,46729.0,46729.0,46729.0,3,1,"46,729(고정)",,
주식회사 아이뉴턴,MA00777,64533.0,64533.0,64533.0,64533.0,2,1,"64,533(고정)",,
주식회사 아이뉴턴,MA00784,129000.0,129000.0,129000.0,129000.0,1,1,"129,000(고정)",,
주식회사 에스디엔피,001,90000.0,60000.0,60000.0,120000.0,4,2,"60,000~120,000",,
주식회사 에스디엔피,001001,60.0,60.0,45.0,60000.0,35,6,"45~60,000",,
주식회사 에스디엔피,001002,60.0,60.0,40.0,70.0,26,7,40~70,,
주식회사 에스디엔피,001004,120.0,120.0,95.0,120.0,12,3,95~120,,
주식회사 에스디엔피,001008,60.0,60.0,60.0,60.0,4,1,60(고정),,
주식회사 에스디엔피,001010,50.0,50.0,50.0,50.0,2,1,50(고정),,
주식회사 에스디엔피,003001,90.0,90.0,90.0,90.0,2,1,90(고정),,
주식회사 에스디엔피,003002,120.0,120.0,120.0,120.0,1,1,120(고정),,
주식회사 에스디엔피,006001,15.0,15.0,15.0,15.0,6,1,15(고정),,
주식회사 에스디엔피,010,50.0,50.0,50.0,60.0,4,2,50~60,,
주식회사 에스디엔피,011,450.0,450.0,450.0,180000.0,13,5,"450~180,000",,
주식회사 에스디엔피,032,160000.0,150000.0,150000.0,170000.0,6,3,"150,000~170,000",,
주식회사 에스디엔피,042,15.0,15.0,10.0,25.0,68,5,10~25,,
주식회사 에스디엔피,052,50.0,50.0,30.0,50000.0,73,6,"30~50,000",,
주식회사 에스디엔피,303001,6500.0,7000.0,6000.0,12000.0,23,5,"6,000~12,000",2500.0,160.0
주식회사 에스디엔피,303002,5000.0,4000.0,35.0,12500.0,38,8,"35~12,500",2500.0,100.0
주식회사 에스디엔피,303003,30.0,30.0,10.0,7000.0,19,9,"10~7,000",,
주식회사 에스디엔피,703002,10000.0,10000.0,8000.0,12000.0,79,3,"8,000~12,000",7000.0,42.9
주식회사 에스디엔피,706003,15.0,15.0,15.0,15.0,1,1,15(고정),,
주식회사 에스디엔피,707001,125000.0,130000.0,7000.0,200000.0,46,12,"7,000~200,000",,
주식회사 에스디엔피,707002,6000.0,6000.0,6000.0,6000.0,1,1,"6,000(고정)",,
주식회사 에스디엔피,707008,61600.0,61600.0,1000.0,61600.0,3,2,"1,000~61,600",,
주식회사 에스디엔피,MA-04244,135000.0,135000.0,135000.0,135000.0,1,1,"135,000(고정)",,
주식회사 에스디엔피,MA-04542,142200.0,142200.0,142200.0,142200.0,1,1,"142,200(고정)",,
주식회사 에스디엔피,MA-04917,111000.0,111000.0,111000.0,111000.0,2,1,"111,000(고정)",,
주식회사 에스디엔피,MA-05443,97000.0,97000.0,97000.0,97000.0,1,1,"97,000(고정)",,
주식회사 에스디엔피,MA-05464,51500.0,51500.0,51500.0,51500.0,1,1,"51,500(고정)",,
주식회사 에스디엔피,MA-05911,103000.0,103000.0,103000.0,103000.0,5,1,"103,000(고정)",,
주식회사 에스디엔피,MA-06303,69000.0,69000.0,69000.0,69000.0,1,1,"69,000(고정)",,
주식회사 에스디엔피,MA-06339,755000.0,755000.0,755000.0,755000.0,1,1,"755,000(고정)",,
주식회사 에스디엔피,MA-06658,81500.0,81500.0,81500.0,81500.0,1,1,"81,500(고정)",,
주식회사 에스디엔피,MA-06735,93500.0,93500.0,93500.0,98500.0,11,2,"93,500~98,500",,
주식회사 에스디엔피,MA-06749,66000.0,66000.0,66000.0,69700.0,10,2,"66,000~69,700",,
주식회사 에스디엔피,MA-06895,202000.0,202000.0,202000.0,202000.0,2,1,"202,000(고정)",,
주식회사 에스디엔피,MA-06921,127000.0,127000.0,127000.0,127000.0,3,1,"127,000(고정)",,
주식회사 에스디엔피,MA-06960,306000.0,204000.0,204000.0,408000.0,2,2,"204,000~408,000",,
주식회사 에스디엔피,MA-07072,108654.0,108654.0,108654.0,108654.0,3,1,"108,654(고정)",,
주식회사 에스디엔피,MA-07216,78000.0,78000.0,78000.0,78000.0,6,1,"78,000(고정)",,
주식회사 에스디엔피,MA-07248,68000.0,68000.0,68000.0,68000.0,1,1,"68,000(고정)",,
주식회사 에스디엔피,MA-07317,400.0,400.0,400.0,400.0,1,1,400(고정),,
주식회사 에스디엔피,MA-07318,420.0,420.0,420.0,550.0,7,3,420~550,,
주식회사 에스디엔피,MA-07453,103000.0,103000.0,103000.0,103000.0,2,1,"103,000(고정)",,
주식회사 에스디엔피,MA-07482,327.5,325.0,325.0,330.0,2,2,325~330,,
주식회사 에스디엔피,MA-07637,74500.0,74500.0,74500.0,79000.0,8,2,"74,500~79,000",,
주식회사 에스디엔피,MA-07720,66000.0,66000.0,66000.0,66000.0,1,1,"66,000(고정)",,
주식회사 에스디엔피,MA-07721,73500.0,73500.0,73500.0,73500.0,1,1,"73,500(고정)",,
주식회사 에스디엔피,MA00534,35000.0,35000.0,35000.0,35000.0,3,1,"35,000(고정)",,
주식회사 에스디엔피,선별대,250000.0,250000.0,250000.0,250000.0,1,1,"250,000(고정)",,
주식회사 엠굿(mgood),001,50000.0,50000.0,50000.0,150000.0,4,2,"50,000~150,000",,
주식회사 엠굿(mgood),001001,50000.0,50000.0,50000.0,100000.0,17,3,"50,000~100,000",,
주식회사 엠굿(mgood),001002,55000.0,55000.0,55000.0,55000.0,1,1,"55,000(고정)",,
주식회사 엠굿(mgood),303001,6000.0,6000.0,3600.0,6000.0,57,3,"3,600~6,000",2500.0,140.0
주식회사 엠굿(mgood),303002,5500.0,6000.0,3500.0,6000.0,6,3,"3,500~6,000",2500.0,120.0
주식회사 엠굿(mgood),703001,6000.0,6000.0,6000.0,6000.0,5,1,"6,000(고정)",,
주식회사 엠굿(mgood),703002,6000.0,6000.0,6000.0,6000.0,63,1,"6,000(고정)",7000.0,-14.3
주식회사 엠굿(mgood),706001,250000.0,250000.0,0.65,250000.0,17,5,"0~250,000",,
주식회사 엠굿(mgood),706003,50000.0,50000.0,30.0,250000.0,7,3,"30~250,000",,
주식회사 엠굿(mgood),706017,10.0,10.0,10.0,10.0,10,1,10(고정),,
주식회사 엠굿(mgood),706034,201750.0,3500.0,3500.0,400000.0,2,2,"3,500~400,000",,
주식회사 엠굿(mgood),706037,20000.0,20000.0,20000.0,60000.0,19,4,"20,000~60,000",,
주식회사 엠굿(mgood),706042,30.0,30.0,10.0,30.0,3,2,10~30,,
주식회사 엠굿(mgood),707001,95000.0,95000.0,35000.0,163200.0,19,6,"35,000~163,200",,
주식회사 온누리,006001,25.0,20.0,20.0,30.0,2,2,20~30,,
주식회사 온누리,052,30000.0,30000.0,30000.0,30000.0,2,1,"30,000(고정)",,
주식회사 온누리,303001,7000.0,7000.0,7000.0,7000.0,1,1,"7,000(고정)",2500.0,180.0
주식회사 온누리,703002,6250.0,6000.0,6000.0,6500.0,2,2,"6,000~6,500",7000.0,-10.7
주식회사 온누리,707001,170000.0,170000.0,170000.0,170000.0,1,1,"170,000(고정)",,
주식회사 온누리,MA-06009,202580.0,202580.0,202580.0,202580.0,1,1,"202,580(고정)",,
